OBJECTID,ntd_id,stop_id,stop_name,stop_desc,stop_lat,stop_lon,zone_id,stop_url,stop_code,location_type,parent_station,stop_timezone,wheelchair_boarding,level_id,platform_code,agency_id,download_date,x,y
386978,90154,14094,Western / Santa Monica Fwy,,34.037527,-118.309153,,,14094,,,,Null,,,,09-09-2024,-118.309152999609,34.0375269998622
381783,90154,5184,La Brea / Pickford,,34.04219,-118.346652,,,5184,,,,Null,,,,09-09-2024,-118.346651999742,34.0421900001589
388306,90154,16208,Pico / Norton,,34.047643,-118.32329,,,16208,,,,Null,,,,09-09-2024,-118.323290000136,34.0476430003585
375322,90147,305741,Griffin & Darwin Ave.,,34.06776,-118.211641,,,2131,0,,,0,,,,09-09-2024,-118.211641000384,34.067760000048
390273,90154,142321,Daly / Mission,,34.060919,-118.214456,,,142321,,,,Null,,,,09-09-2024,-118.214455999786,34.0609190002498
381273,90154,4486,Mission / Richmond,,34.058802,-118.216415,,,4486,,,,Null,,,,09-09-2024,-118.216414999943,34.0588020001983
388945,90154,17258,Mission / Cesar E Chavez,,34.054507,-118.225668,,,17258,,,,Null,,,,09-09-2024,-118.225668000408,34.0545069998064
384322,90154,9229,Cesar E Chavez / Fresno,,34.041808,-118.196157,,,9229,,,,Null,,,,09-09-2024,-118.196157000343,34.0418079998173
381488,90154,4766,Broadway / 12th,,34.038258,-118.259991,,,4766,,,,Null,,,,09-09-2024,-118.259990999667,34.0382580001093
377160,90147,5814533,Rowan Ave & Princeton St (Northbound) (4300),,34.027545,-118.187397,,,4300,0,,,0,,,,09-09-2024,-118.187396999798,34.0275450000076
631718,90269;90270;90271;90272;90273;90274;90275;90276;90278,2525902,Whittier Blvd & Ditman Ave,,34.024012,-118.189116,,,,0,,America/Los_Angeles,0,,,,09-09-2024,-118.189115999756,34.0240120003055
375832,90147,3687935,Main St & 59th St (Northbound),,33.985934,-118.273881,,,5277,0,,,0,,,,09-09-2024,-118.273881000321,33.9859339997142
384439,90154,9447,Crenshaw / 67th,,33.977873,-118.331022,,,9447,,,,Null,,,,09-09-2024,-118.331022000111,33.9778730001936
385650,90154,11724,Melrose / Wilcox,,34.083601,-118.330803,,,11724,,,,Null,,,,09-09-2024,-118.330802999828,34.0836009999393
390095,90154,140960,Vermont / Beverly,,34.076615,-118.291839,,,140960,,,,Null,,,,09-09-2024,-118.291839000181,34.0766150000182
103415,90039,565,HURON AVE/WASHIGNTON BLVD,,34.011442,-118.411157,,,541,,,,0,,,,09-09-2024,-118.411157000158,34.0114420001795
103298,90039,306,OVERLAND AVE/CULVER CITY LIBRARY,,34.008042,-118.397102,,,371,,,,0,,,,09-09-2024,-118.397101999647,34.0080420001944
380492,90154,3174,Marlton / Martin Luther King Jr,,34.012216,-118.338048,,,3174,,,,Null,,,,09-09-2024,-118.338047999731,34.0122159996846
375285,90147,305679,MLK Jr. & Denker Ave.,,34.010922,-118.304373,,,1385,0,,,0,,,,09-09-2024,-118.304373000202,34.0109220000996
383443,90154,7759,Jefferson / Hoover,,34.023299,-118.283393,,,7759,,,,Null,,,,09-09-2024,-118.283393000353,34.0232989999844
382115,90154,5656,Vermont / 36th,,34.02229,-118.291382,,,5656,,,,Null,,,,09-09-2024,-118.291382000246,34.0222900001705
378617,90154,102,Arbor Vitae / Bellanca,,33.952556,-118.380024,,,102,,,,Null,,,,09-09-2024,-118.38002400022,33.9525560001416
383148,90154,7228,Van Ness / 108th,,33.938367,-118.317877,,,7228,,,,Null,,,,09-09-2024,-118.317877000169,33.9383669996475
380160,90154,2642,Imperial / Lewis,,33.931547,-118.194765,,,2642,,,,Null,,,,09-09-2024,-118.194764999725,33.9315470003298
376957,90147,5085587,Mona Blvd & Industry Way (Northbound),,33.92643,-118.229633,,,5420,0,,,0,,,,09-09-2024,-118.22963299968,33.926430000322
389941,90154,104705,Wilshire / 6th,,34.020481,-118.496432,,,104705,,,,Null,,,,09-09-2024,-118.496432000361,34.0204810000797
103452,90039,603,SEPULVEDA BLVD/NATIONAL BLVD,,34.027275,-118.428398,,,632,,,,0,,,,09-09-2024,-118.428397999792,34.027275000081
384963,90154,10464,Firestone / Hooper,,33.960298,-118.253758,,,10464,,,,Null,,,,09-09-2024,-118.25375800044,33.96029800037
390536,90154,25400168,Hillcrest / Nutwood,,33.960582,-118.349972,,,25400168,,,,Null,,,,09-09-2024,-118.349971999657,33.9605820002294
388126,90154,15905,Century / Felton,,33.945573,-118.366019,,,15905,,,,Null,,,,09-09-2024,-118.366018999938,33.9455729998045
384130,90154,8898,Aviation / Imperial,,33.931284,-118.378325,,,8898,,,,Null,,,,09-09-2024,-118.378325000353,33.9312839996557
631858,90269;90270;90271;90272;90273;90274;90275;90276;90278,2526048,Imperal Hwy & Main St,,33.930896,-118.273574,,,,0,,America/Los_Angeles,0,,,,09-09-2024,-118.273574000175,33.9308959998621
390868,90154,80312,Long Beach Blvd Station,,33.92488,-118.209945,,,80312,0,80312S,,Null,,,,09-09-2024,-118.209944999992,33.9248799996334
390880,90154,80401,Atlantic Station,,34.033398,-118.154469,,,80401,0,80401S,,Null,,,,09-09-2024,-118.154468999734,34.0333979997335
631609,90269;90270;90271;90272;90273;90274;90275;90276;90278,2525791,Cesar Chavez Ave & Collegian Ave,,34.038337,-118.14738,,,,0,,America/Los_Angeles,0,,,,09-09-2024,-118.147380000365,34.0383369996855
386635,90154,13534,Garvey / Ramona,,34.065407,-118.155445,,,13534,,,,Null,,,,09-09-2024,-118.155445000425,34.0654069998683
388212,90154,16075,Main / Palm,,34.092491,-118.146842,,,16075,,,,Null,,,,09-09-2024,-118.146842000239,34.0924910000089
641605,99423,334,Colorado at Brand,,34.14249,-118.254563,,,,Null,,,Null,,,,09-09-2024,-118.254562999631,34.1424900002044
605644,90214,5726895,Rosecrans Ave. / Walnut Ave.,,33.902119,-118.400049,,,233,0,,,0,,,,09-09-2024,-118.400049000192,33.9021190000044
389208,90154,17617,Wilmington / Stockwell,,33.90934,-118.238947,,,17617,,,,Null,,,,09-09-2024,-118.238947000244,33.9093399998325
103853,90041,30120,Garfield/Ira,,33.960009,-118.156423,,,30120,0,,,0,,,,09-09-2024,-118.156422999869,33.9600090000252
104935,90043,7267971,Eastern Ave & Floral Dr (NB),,34.04439,-118.173604,,,,0,,,0,,,,09-09-2024,-118.173604000126,34.044389999732
386205,90154,12782,Pasadena / El Centro,,34.114068,-118.167789,,,12782,,,,Null,,,,09-09-2024,-118.167788999578,34.1140680000537
383635,90154,8048,Sunset / Kingsley,,34.097999,-118.302979,,,8048,,,,Null,,,,09-09-2024,-118.302978999934,34.0979990003326
390782,90154,80207,Vermont / Santa Monica Station,,34.08991,-118.29173,,,80207,0,80207S,,Null,,,,09-09-2024,-118.291730000401,34.089909999782
385126,90154,10737,Glendale / Apex,,34.095044,-118.259369,,,10737,,,,Null,,,,09-09-2024,-118.259368999876,34.0950439998986
384877,90154,10307,Eagle Rock / Avenue 41,,34.120967,-118.227321,,,10307,,,,Null,,,,09-09-2024,-118.227321000243,34.1209670003062
641596,99423,325,Colorado at Columbus,,34.142433,-118.261119,,,,Null,,,Null,,,,09-09-2024,-118.261118999796,34.1424330001211
381474,90154,4747,Brand / Colorado,,34.142856,-118.254831,,,4747,,,,Null,,,,09-09-2024,-118.254831000318,34.142856000254
374884,90147,298893,Wilshire Blvd & Fairfax (Westbound),,34.063008,-118.361037,,,2308,0,,,0,,,,09-09-2024,-118.361036999966,34.0630080003303
374896,90147,298905,Melrose & Orlando (Westbound),,34.083717,-118.372538,,,2319,0,,,0,,,,09-09-2024,-118.372538000293,34.0837169996575
104434,90042,50,El Segundo Bl & Ramona Ave,,33.916296,-118.356985,,,151,,,,2,,,,09-09-2024,-118.356984999756,33.9162959999123
390287,90154,142400,Main / 135th,,33.909372,-118.274116,,,142400,,,,Null,,,,09-09-2024,-118.2741159996,33.9093720002552
387130,90154,14394,Santa Monica / Spaulding,,34.090688,-118.357581,,,14394,,,,Null,,,,09-09-2024,-118.357580999608,34.0906879998461
632605,90294,S11,Crescent Heights/Fountain,,34.094275,-118.365806,,,122,0,,,Null,,,,09-09-2024,-118.365806000401,34.0942750002603
380549,90154,3264,Mission / Cesar E Chavez,,34.054467,-118.225087,,,3264,,,,Null,,,,09-09-2024,-118.225086999726,34.0544670003465
104185,90041,50198,Hill/Pico,,34.037404,-118.262239,,,50198,0,,,0,,,,09-09-2024,-118.262239000427,34.0374039997585
168370,90008,1028,OLIVE NB & 9TH FS,900 S OLIVE ST & W 9TH ST,34.043932,-118.257966,,,2483,,,,0,,,,09-09-2024,-118.257966000285,34.0439319998563
383549,90154,7924,Pico / Union,,34.044333,-118.276608,,,7924,,,,Null,,,,09-09-2024,-118.27660799986,34.0443329997977
602644,90171,920,Century Prk West & Solar Wy,,34.055522,-118.418207,,http://apps.santaclaritatransit.com/RTT/Public/Transit.aspx?page=text&plt=920,13415,Null,,,Null,,,,09-09-2024,-118.418207000068,34.0555219998825
376224,90147,432154,Gayley Ave & Strathmore Pl (Northbound),,34.068729,-118.449048,,,8608,0,,,0,,,,09-09-2024,-118.449047999928,34.0687289997902
386454,90154,13174,Avalon / Vernon,,34.003687,-118.265071,,,13174,,,,Null,,,,09-09-2024,-118.265071000446,34.0036870000157
375228,90147,305468,Denker & 48th St.,,33.999871,-118.304606,,,1325,0,,,0,,,,09-09-2024,-118.304605999831,33.9998710000051
631526,90269;90270;90271;90272;90273;90274;90275;90276;90278,2525704,Hooper Ave & 68th St,,33.97822,-118.252145,,,,0,,America/Los_Angeles,0,,,,09-09-2024,-118.252144999889,33.9782200002929
387963,90154,15642,3rd / Larchmont,,34.069079,-118.323452,,,15642,,,,Null,,,,09-09-2024,-118.32345199962,34.0690790002695
380881,90154,3771,Main / Daly,,34.065864,-118.215093,,,3771,,,,Null,,,,09-09-2024,-118.215092999645,34.0658639996705
576673,90121,2059,Union Station/Transit Plaza - Bay 2,,34.054989,-118.233264,,,2059,0,,,0,,,,09-09-2024,-118.23326399994,34.0549889998533
168038,90008,438,4TH NB & OCEAN PARK FS,2600 4TH ST & OCEAN PARK BLVD,34.00399,-118.481464,,,1053,,,,0,,,,09-09-2024,-118.481463999806,34.0039899997496
168121,90008,594,LINCOLN SB & MONTANA FS,800 LINCOLN BLVD & MONTANA AVE,34.027196,-118.500523,,,1207,,,,0,,,,09-09-2024,-118.50052300003,34.0271959998821
381877,90154,5325,Normandie / 42nd,,34.0072,-118.30006,,,5325,,,,Null,,,,09-09-2024,-118.300059999877,34.0071999999968
388959,90154,17275,Jefferson / Crenshaw,,34.025726,-118.335426,,,17275,,,,Null,,,,09-09-2024,-118.335425999774,34.025725999973
386537,90154,13346,Central / Olympic,,34.03229,-118.244167,,,13346,,,,Null,,,,09-09-2024,-118.244166999867,34.0322899997408
386884,90154,13954,Soto / 7th,,34.032521,-118.216981,,,13954,,,,Null,,,,09-09-2024,-118.216980999658,34.0325209997514
386489,90154,13250,Broadway / 69th,,33.977506,-118.278452,,,13250,,,,Null,,,,09-09-2024,-118.278452000389,33.9775060001746
387817,90154,15446,Via Marina / Bora Bora,,33.970952,-118.455476,,,15446,,,,Null,,,,09-09-2024,-118.455476000046,33.9709519997987
383489,90154,7821,Manchester / Saran,,33.959649,-118.432805,,,7821,,,,Null,,,,09-09-2024,-118.432804999829,33.9596489997797
385604,90154,11622,Manchester / Tuscany,,33.958076,-118.439241,,,11622,,,,Null,,,,09-09-2024,-118.439241000343,33.9580759996546
168725,90008,1700,PERSHING NB & MANCHESTER FS,,33.956864,-118.442643,,,3141,,,,0,,,,09-09-2024,-118.442643000274,33.9568640003411
103498,90039,649,CENTURY BLVD/INTERNATIONAL RD,,33.945321,-118.381813,,,684,,,,0,,,,09-09-2024,-118.3818129996,33.9453210001122
104789,90043,1667939,Harbor St & Eastern Ave (WB),,34.004136,-118.15879,,,,0,,,0,,,,09-09-2024,-118.158789999557,34.0041359999679
384276,90154,9144,Cahuenga / Broadlawn,,34.132818,-118.356102,,,9144,,,,Null,,,,09-09-2024,-118.35610199985,34.1328179998804
385272,90154,11023,Hollywood / Las Palmas,,34.101703,-118.335962,,,11023,,,,Null,,,,09-09-2024,-118.33596200025,34.1017029997103
385850,90154,12133,La Brea / Hollywood,,34.101284,-118.345282,,,12133,,,,Null,,,,09-09-2024,-118.345281999763,34.1012840001133
379899,90154,2204,Glendale / Fargo,,34.09226,-118.258528,,,2204,,,,Null,,,,09-09-2024,-118.258527999802,34.0922599997439
390928,90154,80414B,Highland Park Station - Ave 59 Entrance,,34.11159,-118.19175,,,80414B,2,80414S,,Null,,,,09-09-2024,-118.191750000306,34.1115899996997
383944,90154,8573,Yosemite / Floristan,,34.132771,-118.199341,,,8573,,,,Null,,,,09-09-2024,-118.199340999816,34.1327710002529
387571,90154,15116,3rd / Mednik,,34.033225,-118.16197,,,15116,,,,Null,,,,09-09-2024,-118.16196999973,34.033224999662
168516,90008,1394,BARRINGTON SB & GORHAM NS,S BARRINGTON AVE & GORHAM AVE,34.05405,-118.466141,,,2861,,,,0,,,,09-09-2024,-118.466141000322,34.0540499997911
388604,90154,16716,Wilshire / Dunsmuir,,34.062461,-118.348443,,,16716,,,,Null,,,,09-09-2024,-118.34844299967,34.0624610000642
383157,90154,7264,3rd / Hauser,,34.069845,-118.351268,,,7264,,,,Null,,,,09-09-2024,-118.351268000016,34.0698449999899
387141,90154,14408,Santa Monica / Palm,,34.07743,-118.395534,,,14408,,,,Null,,,,09-09-2024,-118.3955340002,34.0774299999773
384190,90154,8988,Beverly / Curson,,34.076014,-118.355124,,,8988,,,,Null,,,,09-09-2024,-118.355124000406,34.0760139996762
382616,90154,6400,Sunset / Bel Air,,34.081239,-118.4353,,,6400,,,,Null,,,,09-09-2024,-118.435299999563,34.0812390003257
382948,90154,6937,Venice / Oak,,34.039897,-118.275735,,,6937,,,,Null,,,,09-09-2024,-118.275734999999,34.0398970001311
379862,90154,2150,Flower / Venice,,34.037151,-118.268837,,,2150,,,,Null,,,,09-09-2024,-118.268837000425,34.0371510000617
381866,90154,5309,Normandie / Santa Monica Fwy,,34.0368,-118.30015,,,5309,,,,Null,,,,09-09-2024,-118.300150000289,34.0367999997535
386932,90154,14031,Vermont / 11th,,34.051054,-118.29176,,,14031,,,,Null,,,,09-09-2024,-118.29175999964,34.0510539998385
168430,90008,1154,26TH SB & MONTANA FS,700 26TH ST & MONTANA AVE,34.041094,-118.483472,,,1032,,,,0,,,,09-09-2024,-118.483472000368,34.0410939997215
103461,90039,612,SEPULVEDA BLVD/WESTWOOD CMNTY,,34.052425,-118.448227,,,641,,,,0,,,,09-09-2024,-118.448226999945,34.0524250000106
384817,90154,10195,Slauson / Holmes,,33.989358,-118.24098,,,10195,,,,Null,,,,09-09-2024,-118.240980000021,33.9893579997211
576687,90121,2073,La Brea & Melrose,,34.083647,-118.344183,,,2073,0,,,0,,,,09-09-2024,-118.344182999946,34.0836470001672
383194,90154,7304,3rd / Wilton,,34.068846,-118.313796,,,7304,,,,Null,,,,09-09-2024,-118.313795999647,34.0688459999008
377243,90147,6715814,Spring St & Temple St,,34.054341,-118.243282,,,10428,0,,,0,,,,09-09-2024,-118.24328200031,34.0543410001379
376911,90147,4896846,Figueroa St & 7th St,,34.049726,-118.259545,,,6136,0,,,0,,,,09-09-2024,-118.259544999603,34.04972600033
388272,90154,16154,Olympic / Grand,,34.043225,-118.260684,,,16154,,,,Null,,,,09-09-2024,-118.260683999603,34.0432249997199
631672,90269;90270;90271;90272;90273;90274;90275;90276;90278,2525855,Indiana St & Lee St,,34.021863,-118.192192,,,,0,,America/Los_Angeles,0,,,,09-09-2024,-118.192192000172,34.0218629999973
104248,90041,5073,Washington/Grande Vista,,34.013743,-118.20705,,,5073,0,,,0,,,,09-09-2024,-118.207050000224,34.013743000191
379567,90154,1696,Soto / Vernon,,34.005672,-118.219799,,,1696,,,,Null,,,,09-09-2024,-118.219799000331,34.0056720001121
375239,90147,305479,54th & 8th Ave.,,33.993197,-118.325643,,,1336,0,,,0,,,,09-09-2024,-118.325642999581,33.9931969998395
386944,90154,14047,Vermont / 51st,,33.99705,-118.29166,,,14047,,,,Null,,,,09-09-2024,-118.29166000008,33.997050000095
386600,90154,13447,Figueroa / 61st,,33.984332,-118.282815,,,13447,,,,Null,,,,09-09-2024,-118.282815000045,33.9843319999002
103252,90039,249,OVERLAND AVE/JEFFERSON BLVD,,34.004761,-118.393816,,,319,,,,0,,,,09-09-2024,-118.393816000067,34.0047609997793
168184,90008,700,OLYMPIC EB & 3030 OLYMPIC MB,3000 OLYMPIC BLVD & STEWART ST,34.030901,-118.460701,,,1313,,,,0,,,,09-09-2024,-118.460700999692,34.0309009996716
103166,90039,40,WASHINGTON BLVD/HIGUERA ST,,34.026041,-118.389964,,,134,,,,0,,,,09-09-2024,-118.389963999874,34.02604099997
381522,90154,4816,Broadway / Jefferson,,34.018932,-118.273742,,,4816,,,,Null,,,,09-09-2024,-118.273742000404,34.0189320003097
377206,90147,5814670,Rowan Ave & Lanfranco St (Southbound) (4350),,34.028967,-118.18749,,,4350,0,,,0,,,,09-09-2024,-118.187489999685,34.0289669998871
388567,90154,16638,Whittier / Spence,,34.026747,-118.198273,,,16638,,,,Null,,,,09-09-2024,-118.198272999961,34.0267469997768
389895,90154,36493,Pacific Coast Highway / Mariposa,,33.923912,-118.396126,,,36493,,,,Null,,,,09-09-2024,-118.396125999854,33.9239120002238
390141,90154,141069,Inglewood / Imperial,,33.931142,-118.361159,,,141069,,,,Null,,,,09-09-2024,-118.361159000164,33.9311419997788
104580,90042,222,Imperial Hwy & Denker Ave,,33.930836,-118.304294,,,328,,,,2,,,,09-09-2024,-118.304293999661,33.9308359997747
381534,90154,4842,Central / 105th,,33.940758,-118.253975,,,4842,,,,Null,,,,09-09-2024,-118.253975000175,33.9407579996753
631918,90269;90270;90271;90272;90273;90274;90275;90276;90278,2526161,Wilmington Ave & 118th St,,33.925115,-118.238928,,,,0,,America/Los_Angeles,0,,,,09-09-2024,-118.238927999977,33.9251150000176
380194,90154,2704,Jefferson / Campus Center,,33.981331,-118.408779,,,2704,,,,Null,,,,09-09-2024,-118.408778999701,33.9813309996726
381674,90154,5039,Figueroa / Manchester,,33.960361,-118.282547,,,5039,,,,Null,,,,09-09-2024,-118.282547000256,33.9603610002659
375769,90147,357713,Main St & 73rd St (Southbound),,33.973555,-118.273996,,,5210,0,,,0,,,,09-09-2024,-118.273995999949,33.9735549996991
605598,90214,5726848,Imperial Ave. / Center St.,,33.930825,-118.40501,,,158,0,,,0,,,,09-09-2024,-118.405010000247,33.9308250000025
103312,90039,321,HANNUM AVE/UPLANDER WY,,33.987413,-118.385301,,,385,,,,0,,,,09-09-2024,-118.385300999745,33.9874130003194
103306,90039,314,HANNUM AVE/PLAYA ST,,33.990442,-118.393754,,,379,,,,0,,,,09-09-2024,-118.393754000143,33.9904420003676
168570,90008,1483,7TH NB & BROADWAY NS,7TH AVE & BROADWAY CT,33.99606,-118.465436,,,2929,,,,0,,,,09-09-2024,-118.465435999792,33.9960600002543
388172,90154,16005,Garvey / Casuda Canyon,,34.062282,-118.152461,,,16005,,,,Null,,,,09-09-2024,-118.152461000071,34.0622820000798
386251,90154,12880,Prairie / Rosecrans,,33.902191,-118.344001,,,12880,,,,Null,,,,09-09-2024,-118.344001000371,33.9021909997683
170740,90010,133,Crenshaw Bl at 139th St,,33.905842,-118.326367,,,592087,,,,2,,,,09-09-2024,-118.326367000377,33.9058420000626
385664,90154,11762,Mission / Grand,,34.115833,-118.162899,,,11762,,,,Null,,,,09-09-2024,-118.162898999667,34.1158330000281
384923,90154,10415,Avenue 64 / Crescent,,34.117029,-118.179807,,,10415,,,,Null,,,,09-09-2024,-118.179807000114,34.1170289997704
385261,90154,11009,Avenue 64 / Crescent,,34.117364,-118.179874,,,11009,,,,Null,,,,09-09-2024,-118.179874000061,34.1173640000929
632064,90286,132664,Crest Vista Drive and College View Drive N,,34.042634414,-118.146697675,,,132664,0,,,0,,,,09-09-2024,-118.146697675109,34.042634413651
386245,90154,12873,Prairie / Broadway,,33.920206,-118.344028,,,12873,,,,Null,,,,09-09-2024,-118.344028000136,33.920205999744
390087,90154,140948,Vermont / Santa Monica,,34.091149,-118.291589,,,140948,,,,Null,,,,09-09-2024,-118.291588999935,34.0911490002905
381923,90154,5387,Santa Monica / Normandie,,34.090705,-118.299785,,,5387,,,,Null,,,,09-09-2024,-118.299785000416,34.0907049996424
374844,90147,298842,Beachwood & Franklin,,34.105449,-118.321236,,,2418,0,,,0,,,,09-09-2024,-118.321236000442,34.1054489999205
382261,90154,5862,San Fernando / Chevy Chase,,34.133267,-118.2622,,,5862,,,,Null,,,,09-09-2024,-118.262200000069,34.1332670001142
390828,90154,80302A,Douglas Station - Northwest Entrance,,33.9055,-118.383417,,,80302A,2,80302S,,Null,,,,09-09-2024,-118.38341699993,33.9054999998183
103555,90039,709,CENTURY PARK EAST/CONSTELLATION BLVD,,34.0606,-118.4139,,,906,,,,0,,,,09-09-2024,-118.41389999959,34.06060000018
385510,90154,11433,Le Conte / Westwood,,34.063765,-118.445105,,,11433,,,,Null,,,,09-09-2024,-118.445105000397,34.0637649997828
632645,90294,S51,Willoughby/Gardner,,34.087063,-118.353613,,,302,0,,,Null,,,,09-09-2024,-118.353612999963,34.0870630000538
384917,90154,10409,Fairfax / Willoughby,,34.086959,-118.361594,,,10409,,,,Null,,,,09-09-2024,-118.361594000358,34.0869590000109
632651,90294,S57,San Vicente/Cynthia,,34.087071,-118.385555,,,308,0,,,Null,,,,09-09-2024,-118.385555000188,34.0870709999946
383595,90154,7996,Sunset / Bellagio,,34.076383,-118.454696,,,7996,,,,Null,,,,09-09-2024,-118.454696000072,34.0763830003123
379267,90154,1179,1st / Herbert,,34.035978,-118.183198,,,1179,,,,Null,,,,09-09-2024,-118.183198000174,34.0359780000673
386838,90154,13868,San Pedro / 11th,,34.035066,-118.252119,,,13868,,,,Null,,,,09-09-2024,-118.25211899995,34.0350659998643
602604,90171,855,West 8th St & Sth Grand Ave,,34.045916,-118.257948,,http://apps.santaclaritatransit.com/RTT/Public/Transit.aspx?page=text&plt=855,11833,Null,,,Null,,,,09-09-2024,-118.257947999843,34.0459160000525
375425,90147,305868,Washington & Arlington Ave. (Southbound),,34.03984,-118.317913,,,1448,0,,,0,,,,09-09-2024,-118.317913000154,34.0398400001546
383251,90154,7422,8th / Burlington,,34.053186,-118.274319,,,7422,,,,Null,,,,09-09-2024,-118.274318999989,34.0531859999192
383844,90154,8441,Wilshire / Park View,,34.059612,-118.279709,,,8441,,,,Null,,,,09-09-2024,-118.27970900039,34.0596119999766
377097,90147,5801548,Echo Park Ave & Park Ave (Northbound),,34.075005,-118.25843,,,4041,0,,,0,,,,09-09-2024,-118.258429999892,34.0750049997389
377103,90147,5801554,Echo Park Ave & Marsden St (Northbound),,34.085616,-118.252499,,,4047,0,,,0,,,,09-09-2024,-118.252498999891,34.0856159997277
380008,90154,2396,Wilshire / Highland,,34.061989,-118.337817,,,2396,,,,Null,,,,09-09-2024,-118.337816999752,34.0619889998132
373510,90146,2594,Los Angeles General Medical Center W,,34.055466,-118.210615,,,2594,0,,,0,,,,09-09-2024,-118.210615000362,34.0554660002618
379759,90154,2000,Cesar E Chavez / Grand,,34.060624,-118.244081,,,2000,,,,Null,,,,09-09-2024,-118.244080999653,34.0606240000567
631572,90269;90270;90271;90272;90273;90274;90275;90276;90278,2525754,Rowan Ave & Dozier St,,34.04097,-118.186948,,,,0,,America/Los_Angeles,0,,,,09-09-2024,-118.18694800026,34.0409699998804
104148,90041,50158,Olympic/Camulos,,34.022457,-118.215395,,,50158,0,,,0,,,,09-09-2024,-118.215394999769,34.022456999952
375182,90147,305295,Central & 28th St.,,34.016566,-118.255747,,,1244,0,,,0,,,,09-09-2024,-118.255746999837,34.0165660003441
381680,90154,5046,Figueroa / Slauson,,33.989414,-118.282509,,,5046,,,,Null,,,,09-09-2024,-118.282508999723,33.9894139997772
383589,90154,7989,Slauson / Wilton,,33.989003,-118.3151,,,7989,,,,Null,,,,09-09-2024,-118.315100000402,33.9890030001432
388753,90154,16941,Slauson / 2nd,,33.989236,-118.319611,,,16941,,,,Null,,,,09-09-2024,-118.319611000196,33.9892360001362
388166,90154,15998,Gage / Figueroa,,33.982479,-118.282436,,,15998,,,,Null,,,,09-09-2024,-118.282435999928,33.9824790001968
168576,90008,1489,4TH SB & ASHLAND NS,4TH ST & ASHLAND AVE,34.001247,-118.478862,,,2936,,,,0,,,,09-09-2024,-118.478861999941,34.0012470000258
167829,90008,51,LINCOLN SB & OCEAN PARK FS,2600 LINCOLN BLVD & COPELAND CT,34.006433,-118.4757,,,1209,,,,0,,,,09-09-2024,-118.47570000021,34.0064330001937
390081,90154,140932,Western / Exposition,,34.018859,-118.308745,,,140932,,,,Null,,,,09-09-2024,-118.308745000079,34.018859000294
375431,90147,305874,Adams & St. Andrews Pl. (Southbound),,34.032743,-118.311019,,,1454,0,,,0,,,,09-09-2024,-118.31101899988,34.0327430002227
386589,90154,13435,Figueroa / 23rd,,34.030645,-118.274592,,,13435,,,,Null,,,,09-09-2024,-118.274591999801,34.0306449997294
386500,90154,13276,Broadway / Jefferson,,34.019391,-118.273786,,,13276,,,,Null,,,,09-09-2024,-118.273785999887,34.0193910003464
379066,90154,809,Compton / 70th,,33.976232,-118.247516,,,809,,,,Null,,,,09-09-2024,-118.247516000095,33.9762320003028
379072,90154,818,Compton / Florence,,33.974529,-118.247504,,,818,,,,Null,,,,09-09-2024,-118.247504000399,33.974528999978
382564,90154,6334,State / Ardmore,,33.957766,-118.211617,,,6334,,,,Null,,,,09-09-2024,-118.211617000094,33.9577659998591
379705,90154,1924,Firestone / Rheem,,33.952823,-118.193548,,,1924,,,,Null,,,,09-09-2024,-118.193547999907,33.9528229999023
385859,90154,12142,La Brea / Hyde Park,,33.970994,-118.357426,,,12142,,,,Null,,,,09-09-2024,-118.357425999797,33.9709940001854
168132,90008,607,MANCHESTER EB & GEORGETOWN NS,6900 W MANCHESTER AVE & UNNAMED ST,33.959677,-118.413811,,,2229,,,,0,,,,09-09-2024,-118.413810999902,33.9596770002839
390525,90154,25400145,Crenshaw / Rosecrans,,33.902135,-118.326677,,,25400145,,,,Null,,,,09-09-2024,-118.326676999999,33.9021349997087
104878,90043,4265204,Washington & Ransom,,34.004126,-118.170922,,,,0,,,0,,,,09-09-2024,-118.170921999895,34.0041260001242
380689,90154,3490,Raymond / Green,,34.144371,-118.148961,,,3490,,,,Null,,,,09-09-2024,-118.148961000231,34.1443709999696
382361,90154,6028,Santa Monica / Orange,,34.090594,-118.341773,,,6028,,,,Null,,,,09-09-2024,-118.341772999702,34.0905939998605
382367,90154,6036,Santa Monica / Wilton,,34.09064,-118.313726,,,6036,,,,Null,,,,09-09-2024,-118.313726000226,34.0906400000089
389394,90154,18106,3201 Riverside,,34.113923,-118.269002,,,18106,,,,Null,,,,09-09-2024,-118.269002000282,34.1139229997544
390187,90154,142098,Cypress / Division,,34.102885,-118.236329,,,142098,,,,Null,,,,09-09-2024,-118.236328999587,34.1028850001914
379908,90154,2213,Glendale / Waverly,,34.108316,-118.263599,,,2213,,,,Null,,,,09-09-2024,-118.26359900036,34.1083159997306
381574,90154,4894,Central / Magnolia,,34.131441,-118.257661,,,4894,,,,Null,,,,09-09-2024,-118.257660999788,34.1314409998973
168470,90008,1314,CRENSHAW SB & OLYMPIC FS,1023 CRENSHAW BLVD & W OLYMPIC BLVD,34.054511,-118.323134,,,2792,,,,0,,,,09-09-2024,-118.323133999602,34.054511000198
388515,90154,16535,Washington Fairfax Terminal,,34.035276,-118.369075,,,16535,,,,Null,,,,09-09-2024,-118.369075000262,34.035276000202
